Title,Date
"Outra Vida: Temporada 1: Fale o que pensa","27/07/2019"
"Outra Vida: Temporada 1: O peso da culpa","27/07/2019"
"Outra Vida: Temporada 1: Nervos em chamas","27/07/2019"
"Outra Vida: Temporada 1: Passando pelo vale da escuridão","27/07/2019"
"Outra Vida: Temporada 1: Espaço sideral","26/07/2019"
"Eu, tu e ela: Temporada 4: Papai Noel montado no monstro do lago Ness rumo a Atlantis","26/07/2019"
"Eu, tu e ela: Temporada 4: Coisa estúpida e eu nem estou chorando","26/07/2019"
"Eu, tu e ela: Temporada 4: O surdo guiando o cego guiando o burro","23/07/2019"
"4L","22/07/2019"
"Eu, tu e ela: Temporada 4: O show de palhaços mais triste que há","21/07/2019"
"Eu, tu e ela: Temporada 4: Difícil de encaixar","21/07/2019"
"Eu, tu e ela: Temporada 3: Episódio 10","21/07/2019"
"Flagrantes de Família: Temporada 1: Fim da linha","21/07/2019"
"La casa de papel: Parte 3: À deriva","21/07/2019"
"La casa de papel: Parte 3: Férias curtas","20/07/2019"
"La casa de papel: Parte 3: Tudo parecia insignificante","20/07/2019"
"La casa de papel: Parte 3: Bum, bum, ciao","20/07/2019"
"La casa de papel: Parte 3: Hora do golfinho","20/07/2019"
"La casa de papel: Parte 3: 48 metros de profundidade","19/07/2019"
"La casa de papel: Parte 3: Aikido","19/07/2019"
"La casa de papel: Parte 3: Estamos de volta","19/07/2019"
"Flagrantes de Família: Temporada 1: Pastranabis","18/07/2019"
"À Queima-Roupa","12/07/2019"
"Marvel - Jessica Jones: Temporada 3: Sempre a postos","11/07/2019"
"Flagrantes de Família: Temporada 1: Pressa para plantar","10/07/2019"
"Flagrantes de Família: Temporada 1: Viagem","07/07/2019"
"13 Reasons Why: Temporada 1: Fita 1, Lado A","07/07/2019"
"Flagrantes de Família: Temporada 1: O acordo","06/07/2019"
"Flagrantes de Família: Temporada 1: Plano de negócios","06/07/2019"
"Alerta Lobo","06/07/2019"
"Deslize","06/07/2019"
"Marvel - Jessica Jones: Temporada 3: Não tenho baço","05/07/2019"
"Vis a vis: Temporada 2: Líquido","04/07/2019"
"Vis a vis: Temporada 2: Banana e limão","04/07/2019"
"Vis a vis: Temporada 2: Protetora dos desesperados","03/07/2019"
"Marvel - Jessica Jones: Temporada 3: De nada","03/07/2019"
"Vis a vis: Temporada 2: Pecados e confusões","02/07/2019"
"Vis a vis: Temporada 2: Prendendo os dedos","01/07/2019"
"Shaft","01/07/2019"
"Vis a vis: Temporada 2: A vida continua","30/06/2019"
"Vis a vis: Temporada 2: Um dia de campo","30/06/2019"
"Vis a vis: Temporada 2: Os macacos","30/06/2019"
"Galinha Pintadinha Mini: Season 1: Pena em pé","30/06/2019"
"Galinha Pintadinha Mini: Season 1: Brilha estrelinha","30/06/2019"
"Galinha Pintadinha Mini: Season 1: Cara, Careta, Caramba","30/06/2019"
"Galinha Pintadinha Mini: Season 1: A fábrica de brinquedos","30/06/2019"
"Galinha Pintadinha Mini: Season 1: Observando passarinhos","30/06/2019"
"Galinha Pintadinha Mini: Season 1: passeio de barco","30/06/2019"
"Galinha Pintadinha Mini: Season 1: Caixas malucas","30/06/2019"
"Galinha Pintadinha Mini: Season 1: O abominável galo das neves","30/06/2019"
"Galinha Pintadinha Mini: Season 1: Torre de cubos","30/06/2019"
"Galinha Pintadinha Mini: Season 1: O Planeta Violeta","30/06/2019"
"Vis a vis: Temporada 2: Na linha de fogo","29/06/2019"
"Vis a vis: Temporada 2: Um corpo no porta-malas","29/06/2019"
"Vis a vis: Temporada 2: A pequena galinha","29/06/2019"
"Vis a vis: Temporada 2: Lar, doce lar","28/06/2019"
"Vis a vis: Temporada 2: Duas armas a um macaco","28/06/2019"
"Marvel - Jessica Jones: Temporada 3: Hambúrguer perfeito","26/06/2019"
"Marcella: Temporada 1: Episódio 1","25/06/2019"
"The Fall: Temporada 1: Nas profundezas das sombras","22/06/2019"
"Black Mirror: Temporada 3: Manda quem pode","22/06/2019"
"Vis a vis: Temporada 1: O princípio das tartarugas","22/06/2019"
"Vis a vis: Temporada 1: Gato cinza","22/06/2019"
"Vis a vis: Temporada 1: Quid pro quo","22/06/2019"
"Vis a vis: Temporada 1: Mulher bonita","21/06/2019"
"Vis a vis: Temporada 1: Às cinco em ponto","21/06/2019"
"Vis a vis: Temporada 1: Alguém vem buscar você","21/06/2019"
"Black Mirror: Temporada 3: Versão de testes","21/06/2019"
"Vis a vis: Temporada 1: Dura realidade","21/06/2019"
"Galinha Pintadinha Mini: Season 1: Multicolorido","21/06/2019"
"Galinha Pintadinha Mini: Season 1: A biblioteca de 3 andares","21/06/2019"
"Black Mirror: Temporada 3: Queda livre","21/06/2019"
"Galinha Pintadinha Mini: Season 1: O banho do Pintinho","21/06/2019"
"Vis a vis: Temporada 1: Um dia no mato","21/06/2019"
"Vis a vis: Temporada 1: Nada acontece por acaso","21/06/2019"
"Vis a vis: Temporada 1: Consertando Sininho","20/06/2019"
"Unidade 42: Temporada 1: Cara a cara","20/06/2019"
"Black Mirror: Temporada 4: Black Museum","19/06/2019"
"Black Mirror: Temporada 4: Metalhead","19/06/2019"
"Black Mirror: Temporada 4: Hang the DJ","18/06/2019"
"Black Mirror: Temporada 4: Crocodilo","18/06/2019"
"Black Mirror: Temporada 4: Arkangel","17/06/2019"
"Black Mirror: Temporada 2: Natal","16/06/2019"
"Mistério no Mediterrâneo","16/06/2019"
"Galinha Pintadinha Mini: Season 1: Um passeio de cores","16/06/2019"
"Gatunas: Temporada 1: A grande fuga","16/06/2019"
"Black Mirror: Temporada 2: Momento Waldo","16/06/2019"
"Gatunas: Temporada 1: Bazar noturno","16/06/2019"
"Gatunas: Temporada 1: Segunda-feira da paixão","16/06/2019"
"Gatunas: Temporada 1: Hora da verdade","16/06/2019"
"Gatunas: Temporada 1: De olho no retrovisor","16/06/2019"
"Galinha Pintadinha Mini: Season 1: Au Au Piu Piu","16/06/2019"
"Galinha Pintadinha Mini: Season 1: A festa dos balões","16/06/2019"
"Galinha Pintadinha Mini: Season 1: Apaga, acende, apaga","16/06/2019"
"Black Mirror: Temporada 2: Urso branco","16/06/2019"
"Black Mirror: Temporada 2: Volto já","16/06/2019"
"Black Mirror: Temporada 4: USS Callister","15/06/2019"
"Gatunas: Temporada 1: O grande erro","15/06/2019"
"Gatunas: Temporada 1: Feliz aniversário","15/06/2019"
"Gatunas: Temporada 1: Coisas de garotas","15/06/2019"
"Gatunas: Temporada 1: Paper Tiger","15/06/2019"
"Gatunas: Temporada 1: Quem rouba mais","15/06/2019"
"Black Mirror: Temporada 5: Rachel, Jack e Ashley Too","15/06/2019"
"Black Mirror: Bandersnatch","14/06/2019"
"Black Mirror: Temporada 5: Smithereens","13/06/2019"
"Black Mirror: Temporada 5: Striking Vipers","13/06/2019"
"Black Mirror: Temporada 1: Toda a sua história","12/06/2019"
"Black Mirror: Temporada 1: Quinze milhões de méritos","11/06/2019"
"Black Mirror: Temporada 1: Hino Nacional","10/06/2019"
"The 100: Temporada 5: A batalha: Parte 2","09/06/2019"
"The 100: Temporada 5: A batalha: Parte 1","09/06/2019"
"The 100: Temporada 5: Ano sombrio","09/06/2019"
"Labirinto Verde: Temporada 1: O que sonham os lobos","09/06/2019"
"Labirinto Verde: Temporada 1: Estranho na cidade","09/06/2019"
"The 100: Temporada 5: A vez dos guerreiros","09/06/2019"
"The 100: Temporada 5: Abaixo os tiranos","09/06/2019"
"The 100: Temporada 5: Como conquistar a paz","09/06/2019"
"Good Girls: Temporada 2: Rei","08/06/2019"
"Good Girls: Temporada 2: Jeff","08/06/2019"
"The 100: Temporada 5: Perda aceitável","07/06/2019"
"Good Girls: Temporada 2: Temporada de caça","07/06/2019"
"Good Girls: Temporada 2: Esta terra é sua terra","07/06/2019"
"Good Girls: Temporada 2: Uma última vez","07/06/2019"
"The 100: Temporada 5: Feridas dolorosas","07/06/2019"
"The 100: Temporada 5: Tempos de mudança","06/06/2019"
"The 100: Temporada 5: A caixa de Pandora","06/06/2019"
"Good Girls: Temporada 2: Thelma e Louise","06/06/2019"
"The 100: Temporada 5: Gigantes adormecidos","06/06/2019"
"Good Girls: Temporada 2: O Bobô","05/06/2019"
"Good Girls: Temporada 2: Tire sua calça","05/06/2019"
"The 100: Temporada 5: A Rainha Vermelha","05/06/2019"
"Good Girls: Temporada 2: Queima total","04/06/2019"
"Good Girls: Temporada 2: Escolha seu veneno","04/06/2019"
"Good Girls: Temporada 2: Esta é a caixa postal de...","04/06/2019"
"The 100: Temporada 5: Éden","04/06/2019"
"Good Girls: Temporada 2: Devagar, crianças brincando","03/06/2019"
"Good Girls: Temporada 2: Prefiro fazer artesanato","03/06/2019"
"The Rain: Temporada 2: Sobrevivência do mais forte","03/06/2019"
"The Rain: Temporada 2: Dar um jeito","02/06/2019"
"Como vender drogas online (rápido): Temporada 1: Se você é o mais esperto na sala, está na sala errada","02/06/2019"
"Como vender drogas online (rápido): Temporada 1: É tudo ou nada","02/06/2019"
"Como vender drogas online (rápido): Temporada 1: Se isso é a realidade, prefiro não","02/06/2019"
"Como vender drogas online (rápido): Temporada 1: O fracasso não é opção","02/06/2019"
"Como vender drogas online (rápido): Temporada 1: A vida não é justa, lide com isso","02/06/2019"
"Como vender drogas online (rápido): Temporada 1: Nerds hoje, chefes amanhã","02/06/2019"
"The Rain: Temporada 2: Salvar a todos","02/06/2019"
"Chambers: Temporada 1: Cristais e proteção","01/06/2019"
"Chambers: Temporada 1: Canção de ninar","01/06/2019"
"The Rain: Temporada 2: Manter o controle","01/06/2019"
"The Rain: Temporada 2: A verdade dói","31/05/2019"
"The Rain: Temporada 2: Evitar contato","31/05/2019"
"Chambers: Temporada 1: Muito doidona","31/05/2019"
"Chambers: Temporada 1: Unidos pelo trauma","31/05/2019"
"Chambers: Temporada 1: Com graça e gratidão","30/05/2019"
"Chambers: Temporada 1: Assassinato na cabeça","28/05/2019"
"Chambers: Temporada 1: 2 por 1","28/05/2019"
"Chambers: Temporada 1: Malvada por dentro","26/05/2019"
"Chambers: Temporada 1: Direito de saber","26/05/2019"
"Fim do Mundo","25/05/2019"
"Uma noite com a família Blacks","25/05/2019"
"Chambers: Temporada 1: No vazio","24/05/2019"
"Lucifer: Temporada 4: Quem é o novo rei do inferno?","23/05/2019"
"Lucifer: Temporada 4: Salvem Lucifer","23/05/2019"
"Lucifer: Temporada 4: Namorado muito ruim","23/05/2019"
"Lucifer: Temporada 4: O diabo é aquilo que faz","22/05/2019"
"Lucifer: Temporada 4: Calças de orgia para trabalhar","22/05/2019"
"The Society: Temporada 1: Como acontece","22/05/2019"
"The Society: Temporada 1: Novos nomes","22/05/2019"
"The Society: Temporada 1: Veneno","22/05/2019"
"The Society: Temporada 1: Regras da Allie","21/05/2019"
"Lucifer: Temporada 4: Expirar ereto","21/05/2019"
"Lucifer: Temporada 4: O assunto é Eva","20/05/2019"
"The Society: Temporada 1: Como se eu fosse um deus","19/05/2019"
"The Society: Temporada 1: Disfarçada","19/05/2019"
"The Society: Temporada 1: Gota a gota","19/05/2019"
"The Society: Temporada 1: Final da infância","19/05/2019"
"The Society: Temporada 1: Nossa cidade","19/05/2019"
"The Society: Temporada 1: O que aconteceu","19/05/2019"
"Lucifer: Temporada 4: Homens de pouca fé, pai","19/05/2019"
"Lucifer: Temporada 4: Alguém andou lendo o Inferno de Dante","18/05/2019"
"Lucifer: Temporada 4: Está tudo certo","18/05/2019"
"Ponto Cego: Temporada 3: Em memória","18/05/2019"
"Ponto Cego: Temporada 3: Ecos do passado","18/05/2019"
"Ponto Cego: Temporada 3: Despedida","17/05/2019"
"Ponto Cego: Temporada 3: A arma secreta","17/05/2019"
"Ponto Cego: Temporada 3: Noite barulhenta","17/05/2019"
"Ponto Cego: Temporada 3: O orgulho da mamãe","16/05/2019"
"Ponto Cego: Temporada 3: Artful Dodge","14/05/2019"
"Ponto Cego: Temporada 3: Deduções","13/05/2019"
"Os Piratinhas 2","10/05/2019"
"Ponto Cego: Temporada 3: O ciclo","09/05/2019"
"Ponto Cego: Temporada 3: Tiro de aviso","09/05/2019"
"Ponto Cego: Temporada 3: Os parceiros lendários","09/05/2019"
"Ponto Cego: Temporada 3: Magos da computação","08/05/2019"
"Ponto Cego: Temporada 3: Equilíbrio do poder","08/05/2019"
"Nosso Último Verão","08/05/2019"
"Z Nation: Temporada 5: Bem-vindo ao Novapocalipse","06/05/2019"
"Os Vingadores - The Avengers","05/05/2019"
"Nada Santo","04/05/2019"
"Ponto Cego: Temporada 3: Com os nervos à flor da pele","04/05/2019"
"Ponto Cego: Temporada 3: Segredos expostos","04/05/2019"
"Ponto Cego: Temporada 3: Consertando o próprio estrago","03/05/2019"
"Ponto Cego: Temporada 3: Luz, câmera e muita ação","03/05/2019"
"Ponto Cego: Temporada 3: O legado profundo","02/05/2019"
"Ponto Cego: Temporada 3: Ricochete de tiroteio","01/05/2019"
"The Walking Dead: Temporada 8: Valor","28/04/2019"
"The Walking Dead: Temporada 8: Ainda tem que significar algo","28/04/2019"
"Ponto Cego: Temporada 3: Dois ratos cegos em palpos de aranha","28/04/2019"
"Ponto Cego: Temporada 3: Os truques do inimigo","28/04/2019"
"The Walking Dead: Temporada 8: Não nos mande para longe","28/04/2019"
"The Walking Dead: Temporada 8: A chave","28/04/2019"
"Ponto Cego: Temporada 3: De volta à ativa","28/04/2019"
"Amizade Dolorida: Temporada 1: Para a floresta","28/04/2019"
"The Walking Dead: Temporada 8: Morto ou vivo","27/04/2019"
"The Walking Dead: Temporada 8: Os perdidos e os saqueadores","26/04/2019"
"The Walking Dead: Temporada 8: Honra","26/04/2019"
"The Walking Dead: Temporada 8: Como vai ser","26/04/2019"
"The Walking Dead: Temporada 8: Tempo para depois","25/04/2019"
"Amizade Dolorida: Temporada 1: Pinguins","25/04/2019"
"Amizade Dolorida: Temporada 1: Encontro duplo","25/04/2019"
"Amizade Dolorida: Temporada 1: Partindo para a ação","25/04/2019"
"The Walking Dead: Temporada 8: O rei, a viúva e Rick","25/04/2019"
"The Walking Dead: Temporada 8: Monstros","25/04/2019"
"The Walking Dead: Temporada 8: Cerco assustador","25/04/2019"
"Amizade Dolorida: Temporada 1: O passado nem sempre fica para trás","24/04/2019"
"Amizade Dolorida: Temporada 1: Pete envergonhado","24/04/2019"
"Amizade Dolorida: Temporada 1: Velhos amigos, novos nomes","24/04/2019"
"The Walking Dead: Temporada 8: Um cara aí","24/04/2019"
"The Walking Dead: Temporada 8: Os condenados","23/04/2019"
"Famoso... na França: Temporada 1: Episódio um","23/04/2019"
"The Walking Dead: Temporada 8: Misericórdia","23/04/2019"
"The Walking Dead: Temporada 7: O primeiro dia do resto da sua vida","23/04/2019"
"Black Summer: Temporada 1: O estádio","22/04/2019"
"Black Summer: Temporada 1: O túnel","22/04/2019"
"Megarrromântico","20/04/2019"
"Alguém Especial","20/04/2019"
"Black Summer: Temporada 1: Assalto","19/04/2019"
"Black Summer: Temporada 1: Lanchonete","19/04/2019"
"Black Summer: Temporada 1: Sozinho","19/04/2019"
"Black Summer: Temporada 1: Escola de verão","18/04/2019"
"COMEDIANTES do mundo: Brasil: Afonso Padilha","17/04/2019"
"O Date Perfeito","15/04/2019"
"Areia Movediça: Temporada 1: As testemunhas","14/04/2019"
"Areia Movediça: Temporada 1: O julgamento","14/04/2019"
"Areia Movediça: Temporada 1: A reconstituição","14/04/2019"
"Black Summer: Temporada 1: Impulso","13/04/2019"
"Black Summer: Temporada 1: Fluxo humano","13/04/2019"
"Areia Movediça: Temporada 1: O funeral","13/04/2019"
"Areia Movediça: Temporada 1: Custódia","13/04/2019"
"Necrópolis: Temporada 1: A Bíblia é um Livro Complexo","13/04/2019"
"Necrópolis: Temporada 1: Mecanismos de Defesa","13/04/2019"
"O Show do Garfield: Temporada 1: A maldição do cãozarrão / Conhecendo os pais","13/04/2019"
"Necrópolis: Temporada 1: Réquiem Para Bartolomeu","12/04/2019"
"Areia Movediça: Temporada 1: Maja","12/04/2019"
"Necrópolis: Temporada 1: Amor Além da Vida","12/04/2019"
"Santa Clarita Diet: Temporada 3: O culto de Sheila","11/04/2019"
"Santa Clarita Diet: Temporada 3: Zumbidiota","11/04/2019"
"Santa Clarita Diet: Temporada 3: Para sempre","11/04/2019"
"Necrópolis: Temporada 1: O Curioso Caso do Estrogonofe Escandinavo","11/04/2019"
"The Silence","10/04/2019"
"Necrópolis: Temporada 1: O Retorno de Chupacabra","10/04/2019"
"Santa Clarita Diet: Temporada 3: Forma específica de irresponsabilidade","09/04/2019"
"Santa Clarita Diet: Temporada 3: Pera na galinha","09/04/2019"
"Necrópolis: Temporada 1: A Lenda do Soprador de Vidro","09/04/2019"
"Santa Clarita Diet: Temporada 3: Belle e Sebastian protegem a cabeça","08/04/2019"
"Santa Clarita Diet: Temporada 3: Eu prefiro gatos","08/04/2019"
"Necrópolis: Temporada 1: Morreu, Mas Passa Bem","08/04/2019"
"Filth","07/04/2019"
"Guerra contra Aliens","07/04/2019"
"Nosso Planeta: Temporada 1: Um só planeta","07/04/2019"
"Polícia em Poder da Máfia","07/04/2019"
"Bonnie & Clyde","07/04/2019"
"Santa Clarita Diet: Temporada 3: Deixamos pessoas morrerem todos os dias","05/04/2019"
"Santa Clarita Diet: Temporada 3: Cavaleiros estão chegando","05/04/2019"
"Santa Clarita Diet: Temporada 3: Wuffenloaf","04/04/2019"
"Estrada Sem Lei","04/04/2019"
"Perdidos no Espaço: Temporada 1: Impacto","02/04/2019"
"Santa Clarita Diet: Temporada 1: Morcego ou macaco?","02/04/2019"
"Sherlock: Temporada 4: O problema final","31/03/2019"
"Sherlock: Temporada 4: O detetive mentiroso","31/03/2019"
"O Mundo Colorido do Charlie: Temporada 1: Charlie, o chef / Charlie e a Estrela","31/03/2019"
"Sherlock: Temporada 4: As seis Thatchers","30/03/2019"
"O Show do Garfield: Temporada 1: Encontrando sua alma gêmea animal / A boa sorte","30/03/2019"
"O Show do Garfield: Temporada 1: Cãozinho no canil / Odie apaixonado","30/03/2019"
"O Show do Garfield: Temporada 1: Um som nem tão doce assim / Problemas com o peru","30/03/2019"
"O Desaparecimento de Madeleine McCann: Temporada 1: Pacto de silêncio","29/03/2019"
"Sherlock: Temporada 3: A abominável noiva","29/03/2019"
"O Desaparecimento de Madeleine McCann: Temporada 1: Sob suspeita","28/03/2019"
"O Desaparecimento de Madeleine McCann: Temporada 1: A verdade sufocada","28/03/2019"
"Asfalto de Sangue","27/03/2019"
"COMEDIANTES do mundo: Brasil: Mhel Marrer","27/03/2019"
"Contos da Masha: Temporada 1: Episódio 2","27/03/2019"
"Contos da Masha: Temporada 1: Episódio 1","27/03/2019"
"Até que a Gente te Separe","25/03/2019"
"Sherlock: Temporada 3: Seu último juramento","24/03/2019"
"Capitão América: O Primeiro Vingador","24/03/2019"
"Sherlock: Temporada 3: O sinal dos três","23/03/2019"
"O Show do Garfield: Temporada 1: A balança / A noitada do Jon","23/03/2019"
"Se joga, Charlie: Temporada 1: Episódio 8","21/03/2019"
"Se joga, Charlie: Temporada 1: Episódio 7","21/03/2019"
"Sherlock: Temporada 3: O caixão vazio","21/03/2019"
"Sherlock: Temporada 2: A queda de Reichenbach","20/03/2019"
"Se joga, Charlie: Temporada 1: Episódio 6","20/03/2019"
"Se joga, Charlie: Temporada 1: Episódio 5","19/03/2019"
"Sherlock: Temporada 2: Os cães de Baskerville","19/03/2019"
"Se joga, Charlie: Temporada 1: Episódio 4","18/03/2019"
"Sherlock: Temporada 2: Um escândalo em Belgrávia","17/03/2019"
"Se joga, Charlie: Temporada 1: Episódio 3","17/03/2019"
"Se joga, Charlie: Temporada 1: Episódio 2","17/03/2019"
"Sherlock: Temporada 1: O grande jogo","17/03/2019"
"Se joga, Charlie: Temporada 1: Episódio 1","17/03/2019"
"Sherlock: Temporada 1: O banqueiro cego","16/03/2019"
"Sherlock: Temporada 1: Um estudo em rosa","16/03/2019"
"Irmão de Espião","16/03/2019"
"After Life - Vocês vão ter de me engolir: Temporada 1: Episódio 6","16/03/2019"
"O Show do Garfield: Temporada 1: Nermal, o rei / À procura de Pookie","16/03/2019"
"After Life - Vocês vão ter de me engolir: Temporada 1: Episódio 5","15/03/2019"
"Shadow: Temporada 1: A chantagem de Mary","15/03/2019"
"Operação Fronteira","15/03/2019"
"After Life - Vocês vão ter de me engolir: Temporada 1: Episódio 4","14/03/2019"
"Exterminadores do Além Contra a Loira do Banheiro","13/03/2019"
"After Life - Vocês vão ter de me engolir: Temporada 1: Episódio 3","13/03/2019"
"After Life - Vocês vão ter de me engolir: Temporada 1: Episódio 2","13/03/2019"
"After Life - Vocês vão ter de me engolir: Temporada 1: Episódio 1","13/03/2019"
"Galinha Pintadinha Mini: Season 1: Um dia de praia","13/03/2019"
"O Show do Garfield: Temporada 1: Jogo de gato e rato / A pizza perfeita","12/03/2019"
"O Sucessor: Temporada 1: Episódio 2","12/03/2019"
"La Trêve: Temporada 1: Episódio 1","09/03/2019"
"O Show do Garfield: Temporada 1: O gapto / Agente X","09/03/2019"
"O Sucessor: Temporada 1: Episódio 1","08/03/2019"
"Família ao Resgate: Temporada 1: Papai sabe das coisas","06/03/2019"
"Família ao Resgate: Temporada 1: Acorde","05/03/2019"
"Família ao Resgate: Temporada 1: O urso","05/03/2019"
"Família ao Resgate: Temporada 1: Uma linha divisória","05/03/2019"
"Família ao Resgate: Temporada 1: As pequenas coisas","05/03/2019"
"Família ao Resgate: Temporada 1: Daqui a um ano","04/03/2019"
"Família ao Resgate: Temporada 1: D-U-A-L-I-D-A-D-E","04/03/2019"
"Família ao Resgate: Temporada 1: As coisas da Sarah","04/03/2019"
"Família ao Resgate: Temporada 1: Fazer uma limonada do limão","04/03/2019"
"Família ao Resgate: Temporada 1: O que tiver que acontecer","04/03/2019"
"Colony: Temporada 2: Ronin","04/03/2019"
"Colony: Temporada 2: Haraquiri","04/03/2019"
"Colony: Temporada 2: Menino perdido","04/03/2019"
"Colony: Temporada 2: Jardim dos monstros","04/03/2019"
"Colony: Temporada 2: Tamam Shud","04/03/2019"
"Colony: Temporada 2: Boas intenções","04/03/2019"
"Colony: Temporada 2: Radicais livres","04/03/2019"
"Colony: Temporada 2: O que vem a seguir","04/03/2019"
"Colony: Temporada 2: Começar de novo","04/03/2019"
"Colony: Temporada 2: Panóptico","03/03/2019"
"Colony: Temporada 2: Sublimação","03/03/2019"
"Crazy Trips - Budapeste","03/03/2019"
"O Show do Garfield: Temporada 1: Caçadores de ossos / O robô Bip-Bip","03/03/2019"
"O Show do Garfield: Temporada 1: Laranja e preto / Segunda-feira muito louca","03/03/2019"
"Colony: Temporada 2: Em algum lugar lá fora","02/03/2019"
"Colony: Temporada 2: 13 de novembro","02/03/2019"
"Colony: Temporada 1: Portão","02/03/2019"
"Minhas adoráveis ex-namoradas","02/03/2019"
"Colony: Temporada 1: Dia Zero","02/03/2019"
"Colony: Temporada 1: Troca e dilema","02/03/2019"
"Colony: Temporada 1: Broussard","02/03/2019"
"Colony: Temporada 1: Yoknapatawpha","02/03/2019"
"Colony: Temporada 1: Geronimo","02/03/2019"
"Colony: Temporada 1: Ponto cego","01/03/2019"
"Colony: Temporada 1: 98 segundos","01/03/2019"
"Colony: Temporada 1: Admirável mundo novo","28/02/2019"
"Colony: Temporada 1: Piloto","28/02/2019"
"Van Helsing: Temporada 3: O destino dos Van Helsing","28/02/2019"
"Nightflyers: Temporada 1: Tudo que encontramos","27/02/2019"
"Nightflyers: Temporada 1: Ícaro","26/02/2019"
"Nightflyers: Temporada 1: Renascimento","25/02/2019"
"Nightflyers: Temporada 1: Transmissão","25/02/2019"
"Nightflyers: Temporada 1: O presente sagrado","24/02/2019"
"Dirty John - O Golpe do Amor: John Meehan: Essa jovem lutou muito","24/02/2019"
"Dirty John - O Golpe do Amor: John Meehan: Cavalheirismo","24/02/2019"
"Dirty John - O Golpe do Amor: John Meehan: Um sapato","24/02/2019"
"Dirty John - O Golpe do Amor: John Meehan: Chefão da Cosa Nostra","24/02/2019"
"Dirty John - O Golpe do Amor: John Meehan: Fragmento","24/02/2019"
"Dirty John - O Golpe do Amor: John Meehan: Lembre-se que fui eu","24/02/2019"
"Dirty John - O Golpe do Amor: John Meehan: Bandeiras vermelhas e desfiles","24/02/2019"
"Dirty John - O Golpe do Amor: John Meehan: Sonhos alcançáveis","24/02/2019"
"Nightflyers: Temporada 1: Memórias corrompidas","24/02/2019"
"Nightflyers: Temporada 1: Coelho branco","23/02/2019"
"Nightflyers: Temporada 1: Tudo o que se vê é o abismo","23/02/2019"
"COMEDIANTES do mundo: Brasil: Thiago Ventura","23/02/2019"
"Nightflyers: Temporada 1: Tochas e forquilhas","23/02/2019"
"Nightflyers: Temporada 1: O que ficou pra trás","23/02/2019"
"O Show do Garfield: Temporada 1: Guerra das massas / Mamãe Garfield","23/02/2019"
"O primeiro mentiroso","23/02/2019"
"Zootopia: Essa Cidade é o Bicho","23/02/2019"
"Bordertown: Temporada 2: Sem sombra - Parte 2","22/02/2019"
"Bordertown: Temporada 2: Sem sombra - Parte 1","22/02/2019"
"Bordertown: Temporada 2: O sangue da sereia - Parte 2","21/02/2019"
"Bordertown: Temporada 2: O sangue da sereia - Parte 1","21/02/2019"
"Bordertown: Temporada 2: Cama de gato - Parte 2","19/02/2019"
"Bordertown: Temporada 2: Cama de gato - Parte 1","18/02/2019"
"Polar","18/02/2019"
"Bordertown: Temporada 2: A sagração da primavera - Parte 2","17/02/2019"
"Bordertown: Temporada 2: A sagração da primavera - Parte 1","16/02/2019"
"Bordertown: Temporada 2: Exercício dos cinco dedos - Parte 2","16/02/2019"
"Bordertown: Temporada 2: Exercício dos cinco dedos - Parte 1","16/02/2019"
"Bordertown: Temporada 1: O jogo final - Parte 2","16/02/2019"
"Bordertown: Temporada 1: O jogo final - Parte 1","16/02/2019"
"Marvel - O Justiceiro: Temporada 2: A tormenta","16/02/2019"
"Marvel - O Justiceiro: Temporada 2: Rota de colisão","16/02/2019"
"Marvel - O Justiceiro: Temporada 2: O abismo","16/02/2019"
"Marvel - O Justiceiro: Temporada 2: Coração sombrio","16/02/2019"
"Bordertown: Temporada 1: A mulher no lago - Parte 2","15/02/2019"
"Marvel - O Justiceiro: Temporada 2: A recompensa","15/02/2019"
"Marvel - O Justiceiro: Temporada 2: O protetor do meu irmão","15/02/2019"
"Bordertown: Temporada 1: A mulher no lago - Parte 1","14/02/2019"
"Bordertown: Temporada 1: A fúria - Parte 2","14/02/2019"
"Bordertown: Temporada 1: A fúria - Parte 1","14/02/2019"
"Bordertown: Temporada 1: Libélulas - Parte 2","12/02/2019"
"Marvel - O Justiceiro: Temporada 2: Um dia ruim","02/02/2019"
"Marvel - O Justiceiro: Temporada 2: Nakazat","02/02/2019"
"Bordertown: Temporada 1: Libélulas - Parte 1","02/02/2019"
"Marvel - O Justiceiro: Temporada 2: O jogo","02/02/2019"
"Marvel - O Justiceiro: Temporada 2: Cicatrizes do passado","31/01/2019"
"Marvel - O Justiceiro: Temporada 2: Agitar a água","31/01/2019"
"Bordertown: Temporada 1: A casa de bonecas - Parte 3","30/01/2019"
"Marvel - O Justiceiro: Temporada 2: Lutar ou fugir","30/01/2019"
"Bordertown: Temporada 1: A casa de bonecas - Parte 2","29/01/2019"
"Bordertown: Temporada 1: A casa de bonecas - Parte 1","28/01/2019"
"Marvel - O Justiceiro: Temporada 2: Briga de bar","28/01/2019"
"Deadwind: Temporada 1: Episódio 12","27/01/2019"
"Deadwind: Temporada 1: Episódio 11","27/01/2019"
"Deadwind: Temporada 1: Episódio 10","27/01/2019"
"Deadwind: Temporada 1: Episódio 9","27/01/2019"
"Deadwind: Temporada 1: Episódio 8","27/01/2019"
"Deadwind: Temporada 1: Episódio 7","27/01/2019"
"Deadwind: Temporada 1: Episódio 6","27/01/2019"
